id,weight
a,0.6124125607802406
b,0.15149206972228202
c,0.2570116964031437
d,0.21145060714966413
e,0.7416812389175291
f,0.5497607705413148
g,0.2546752107385293
h,0.6055875498486507
i,0.8534386336488252
j,0.6725650218804495
k,0.9481223530202273
l,0.8865714034887668
m,0.9933910135126814
n,0.6948330178293758
o,0.22895793228664163
p,0.8801768900328634
q,0.2747048309784106
r,0.17698292864328125
s,0.8080200124875682
t,0.47445931793436746
u,0.04760321423486413
v,0.40243447350672734
w,0.33455441315776413
x,0.27512925743382466
y,0.08006553084643775
z,0.27351797529121114
aa,0.26351250027290996
ab,0.198881130086066
ac,0.4015071851631459
ad,0.6407279258328988
ae,0.35586703395734876
af,0.5228288625271701
ag,0.3090931526916534
ah,0.25004472722107696
ai,0.46301364382477617
aj,0.16933523420848262
ak,0.6052116720748484
al,0.5356515613718967
am,0.5691483659184182
an,0.824878144577854
ao,0.1671816330064878
ap,0.5387591721132585
aq,0.31845842798669977
ar,0.5559310824449739
as,0.7990130487524848
at,0.33487100859660135
au,0.9776203895541207
av,0.5594499366886256
aw,0.5728275665977742
ax,0.3356264336754615
ay,0.6243636534707765
az,0.21367049187041853
ba,0.547735145778275
bb,0.1748518792472512
bc,0.44789711931522447
bd,0.10266616008210983
be,0.5794756964064623
bf,0.03147638540681008
bg,0.9055187383446403
bh,0.9314417856793662
bi,0.8162976266999936
bj,0.6464118610241064
bk,0.11887937194286091
bl,0.9655669457266515
bm,0.6164024198742571
bn,0.7903328991455908
bo,0.02391312767920617
bp,0.6165652892027201
bq,0.33810388932216573
br,0.2851693907290759
bs,0.7422588900561605
bt,0.840258838618753
bu,0.7659479163287719
bv,0.9719798105726467
bw,0.9791910853622452
bx,0.42296714511802536
by,0.9806272438215068
bz,0.9100667085959935
ca,0.9360585010161628
cb,0.3339875301239382
cc,0.28811306262393055
cd,0.32634266077535434
ce,0.017394877188816937
cf,0.7975669407162084
cg,0.6735659752001832
ch,0.0200862889867085
ci,0.9730350655265042
cj,0.5909767941765823
ck,0.29904287681964026
cl,0.4417075940470615
cm,0.8424169956631119
cn,0.25070156033859115
co,0.469311260583251
cp,0.35626250973767626
cq,0.8065399097917445
cr,0.21282211798721284
cs,0.6082316619920768
ct,0.7410093308229935
cu,0.048635175730704194
cv,0.14615653370670179
cw,0.5147771296260576
cx,0.020347660365809372
cy,0.39629094303696366
cz,0.7777261495828953
da,0.4348830642545033
db,0.08440844072504516
dc,0.5266899656857803
dd,0.6088020342325999
de,0.8803320617105417
df,0.7189399376413894
dg,0.034669241017159735
dh,0.048641700673409116
di,0.8995165992148243
dj,0.6974323282010049
dk,0.7382544035539842
dl,0.715481861782281
dm,0.19334938401620494
dn,0.12986925495824908
do,0.12817143733664427
dp,0.8219396636277337
dq,0.34081569264608946
dr,0.6475748670174527
ds,0.7381214689734089
dt,0.513884981004557
du,0.9832858209164261
dv,0.7528929071431785
dw,0.09980117809815114
dx,0.8448479664491649
dy,0.6122803753926154
dz,0.026353305620535394
ea,0.6478769876174418
eb,0.20105697390463084
ec,0.5546682751803046
ed,0.3300201227858176
ee,0.25125170520537166
ef,0.5290288621281157
eg,0.7203034699573676
eh,0.4369194902637221
ei,0.14887757859118367
ej,0.6426599722958565
ek,0.9919865638899941
el,0.8231329125958513
em,0.8582865860078902
en,0.7208304350267404
eo,0.6082912750548813
ep,0.6509842921173139
eq,0.07471486153716711
er,0.1471884909572384
es,0.9106183500111972
et,0.8982673203505324
eu,0.6518790995238938
ev,0.2643107649390072
ew,0.27250362350921276
ex,0.22677445762989434
ey,0.6560388390998668
ez,0.47939248433812354
fa,0.44232581881980426
fb,0.8656884458159861
fc,0.9119400902962103
fd,0.9767687866060903
fe,0.9872157929129123
ff,0.44594133104682365
fg,0.3609248849958445
fh,0.7988252501434894
fi,0.21208784006698944
fj,0.9236795037807368
fk,0.12734797851081792
fl,0.21987071182316842
fm,0.6316840702260592
fn,0.5445916073085363
fo,0.9010067506036392
fp,0.4507684242861184
fq,0.057449587729458185
fr,0.02236519812157922
fs,0.42061274953425465
ft,0.7135858412433367
fu,0.40284659520121213
fv,0.3650854712134276
fw,0.39754442396897705
fx,0.2695366427806708
fy,0.6075232037866433
fz,0.45831612236064245
ga,0.6028879100370592
gb,0.024686452501490153
gc,0.7827342191914577
gd,0.4534737503392443
ge,0.39132029763318854
gf,0.071951773064173
gg,0.29215996590994686
gh,0.3082779059694275
gi,0.9598250743986184
gj,0.7331453415554583
gk,0.44055483496130643
gl,0.545006128326378
gm,0.5763155423139007
gn,0.9478343431827239
go,0.5553032309246023
gp,0.10805057011247832
gq,0.9664886847125004
gr,0.2865643292129727
