id,weight
a,0.049292685967160015
b,0.06199840520267846
c,0.038899231274187776
d,0.010494775209575447
e,0.03323105822734138
f,0.03578535086291699
g,0.0010346734913834865
h,0.040904274019539714
i,0.03619736701187123
j,0.06156076765171584
k,0.05513723054559266
l,0.050171933111220195
m,0.04082548258004597
n,0.06363374571648622
o,0.010053725972012428
p,0.051434276071034235
q,0.010813562114987775
r,0.03467407483546664
s,0.04014752471017398
t,0.0849575673701176
u,0.031033241226968124
v,0.0692048994955513
w,0.06254438806464627
x,0.04068333993272049
y,0.01165168599444062
z,0.009723894156179191
aa,0.03312555200663941
ab,0.09450773613652913
ac,0.0631625862859685
ad,0.011648470861607686
ae,0.02249301504524498
af,0.0692666318950907
ag,0.09780967221285053
ah,0.01032808570254441
ai,0.0936524451195602
aj,0.08548521442268532
ak,0.011927802447945425
al,0.0770666131392546
am,0.06430287331742045
an,0.04712313598012444
ao,0.038815087807309204
ap,0.08356392267415352
aq,0.08670188005228738
ar,0.04243485003457695
as,0.030198542006410457
at,0.034892733747616624
au,0.09388443262064672
av,0.05094077956713597
aw,0.030234211762275243
ax,0.0852560341658884
ay,0.020822177913203913
az,0.09745073241501125
ba,0.010146940388667336
bb,0.04895889282203895
bc,0.012251324007438103
bd,0.008067874004385845
be,0.054772499673432444
bf,0.0930588315278325
bg,0.006725523017717916
bh,0.053864513300368504
bi,0.084823692674317
bj,0.007599772531237304
bk,0.04661476940619791
bl,0.09790518678092737
bm,0.017521719524022705
bn,0.06530101576302996
bo,0.09719719484819292
bp,0.09370782533438334
bq,0.027177895907722762
br,0.017247766510139696
bs,0.038048065480784876
bt,0.07672858751622089
bu,0.08676071243356903
bv,0.015834230363745684
bw,0.010783476557390882
bx,0.04639057572611677
by,0.05276982783302221
bz,0.026955944876599525
ca,0.0006323963391206555
cb,0.01376195261889044
cc,0.09728961443584709
cd,0.02381313550062232
ce,0.026854586618296608
cf,0.012147366078727207
cg,0.028740942039074693
ch,0.04786975225354742
ci,0.0018221492474110202
cj,0.014499581860113043
ck,0.07791674098462681
cl,0.05048656734604787
cm,0.05135381307585146
cn,0.06720346986778125
co,0.028100817786509927
cp,0.07103233421960779
cq,0.05541753171373817
cr,0.05745270615298226
cs,0.08159231448496121
ct,0.03494248150026363
cu,0.04679305869080733
cv,0.04951559914189311
cw,0.09920651626332039
cx,0.06844188772888335
cy,0.04619024456601073
cz,0.013120058122732859
da,0.09403596416512719
db,0.04078613271069226
dc,0.026700878420236843
dd,0.02674822403501467
de,0.0852830499160731
df,0.03948263228610769
dg,0.029879801397702268
dh,0.09358419632774397
di,0.061624368906541466
dj,0.051637996810225975
dk,0.011394164877141356
dl,0.06395292854003196
dm,0.04957947979645805
dn,0.0027144937375915058
do,0.09583854863149088
dp,0.057781622187984084
dq,0.07048627419179694
dr,0.00528422755153627
ds,0.07118090910487992
dt,0.0932716208551927
du,0.09249313131241377
dv,0.05860822361524187
dw,0.04861990716391671
dx,0.063215953606103
dy,0.07942716587926292
dz,0.030049670597752466
ea,0.02972212988473212
eb,0.07701285757985182
ec,0.07900048221367795
ed,0.07872047251762
ee,0.021767810173715055
ef,0.02197613399544114
eg,0.05647129331587254
eh,0.039820875290179636
ei,0.055529791608047496
ej,0.09707248282217869
ek,0.02119604183735604
el,0.0905198752516842
em,0.06834277122388659
en,0.01135106298231583
eo,0.022918241745564186
ep,0.09471758856516528
eq,0.027429272563420204
er,0.08211619032208922
es,0.08131982801562454
et,0.0204466290492218
eu,0.08382888112966826
ev,0.08945115130980653
ew,0.06525500344851913
ex,0.01862013924368988
ey,0.06537846337258894
ez,0.07509661751545857
fa,0.08494589147244953
fb,0.06695908340987518
fc,0.059879160753557585
fd,0.04186458559575767
fe,0.012478554450336955
ff,0.07283946764721398
fg,0.050360315351393604
fh,0.005244067792373708
fi,0.015489246267262436
fj,0.003277749978548794
fk,0.019555540751800982
fl,0.06354159579957067
fm,0.06974612008961249
fn,0.04879272207507708
fo,0.07080305245780881
fp,0.03539800837053271
fq,0.045239067746169905
fr,0.0020790101743447865
fs,0.0873805813436387
ft,0.0070077787556431575
fu,0.03964284115487952
fv,0.05697977813163412
fw,0.02936660655505612
fx,0.06685823189494682
fy,0.001670977309554278
fz,0.06994865500328866
ga,0.06500671195049029
gb,0.014576375534309238
gc,0.013798882839682126
gd,0.013522496610789992
ge,0.08093231431726171
gf,0.06630878469658452
gg,0.026667028911977243
gh,0.02320761109286076
gi,0.046573842398294645
gj,0.0009524695010390549
gk,0.023448961050689013
gl,0.0012772095134507167
gm,0.05906513387437137
gn,0.04142913047825685
go,0.07070288138056875
gp,0.09763064515051526
gq,0.08669599514293803
gr,0.004819064491199954
