,animate.css,AudioKit,bdb,beets,brackets,caffe,calcuta,cpython,earthdata-search,emcee,exo,exports,fsharp,gimp,hiv,hospitalrun-frontend,Hystrix,iina,jenkins,Leaflet,m-coffee,m-names,OptiKey,osquery,PhysicsJS,pybuilder,scikitlearn,shellcheck,soundnode-app,spacemacs,standard,uws
app,0.953004581511,0.99961618883,0.999922710782,0.998438976237,0.999835552189,0.99131237054,0.952200029318,0.997971994392,0.998050771976,0.99978363763,0.95183010389,0.916105615787,0.964164333211,0.989595087066,0.914171876019,0.861572577519,0.999977898776,0.998353941753,0.999828669286,0.998828645142,0.970893880073,0.82211059832,0.758643937837,0.999186666517,0.844642847132,0.998770302376,0.997451205051,0.979446761736,0.997013909013,0.942214727019,0.994398277485,0.97071631737
git,0.932883368013,0.999630774907,0.999934018218,0.99968205551,0.998271525394,0.998683975285,0.973432891335,0.999748254714,0.999129499953,0.999897384775,0.995281479857,0.979797742329,0.998895806459,0.996125473946,0.992722826942,0.958835205816,0.999974712749,0.997689884366,0.999930163879,0.997346904602,0.988609890183,0.990649037085,0.995265533504,0.998983596418,0.963562549459,0.999927154057,0.999366458955,0.998541604383,0.997645580689,0.977414728293,0.996348860136,0.999328027492
hil,0.993526371716,0.999417717,0.999931186431,0.999708581842,0.999852975584,0.995721939628,0.955108143479,0.995303488842,0.999166524355,0.999820018791,0.980457635475,0.963484688555,0.920342253743,0.993059300608,0.952941123727,0.923424738623,0.999968005509,0.997236445307,0.999882127229,0.977562846917,0.975150495256,0.910942966526,0.941119270517,0.9989528544,0.966837507463,0.998661964997,0.999075005794,0.999200850253,0.972194309223,0.962457543433,0.997207730951,0.9990206366
moo,0.992339626147,0.999474377975,0.999928233926,0.999663602473,0.999842250967,0.993394873362,0.963773948663,0.99583330388,0.998778038651,0.999833710821,0.982220359252,0.961465105109,0.925920772848,0.992046803716,0.956265905843,0.93616823069,0.999971801608,0.996612472126,0.999898415768,0.980023318827,0.9757812518,0.924989032482,0.941119270517,0.998669820656,0.970136073781,0.999838193491,0.999125819746,0.999305076551,0.963560551602,0.953070340642,0.9986199404,0.999134900125
nac,0.941130206361,0.999393447472,0.999937417808,0.999693994974,0.993026404216,0.998675140767,0.964918804004,0.999817693721,0.998864730571,1.0,0.951746194226,0.974308648281,0.926890652339,0.9962391922,0.990368301158,0.96891622288,0.999973382373,0.997282062801,0.999908923377,0.988001872435,0.988031528836,0.991264593856,0.988113997977,0.999341378893,0.951763935691,0.999916849629,0.999505272309,0.999186298252,0.989342396282,0.977073786624,0.996404591134,0.999082976651
new,0.916109254549,0.999587417753,0.999939373467,0.999176584523,0.99152972388,0.997698601387,0.962750767148,0.996057362063,0.999132188623,0.999840430743,0.991358844922,0.965069057066,0.918633061881,0.994822055634,0.844692406932,0.919811444658,0.99997161181,0.996027125946,0.999903730023,0.98841836892,0.973728759887,0.945754421122,0.972212472152,0.999055868674,0.974002660998,0.999930747098,0.999347823068,0.999380716173,0.988719131522,0.897226132368,0.997503853111,0.999431493437
pbm,0.924393853202,0.637791682431,0.999936031025,0.999809475636,0.997631526789,0.99835743771,0.972708412078,0.999815560969,0.998649629393,0.99978733364,0.998089502409,0.954298282583,0.93346607682,0.993039485503,0.944368802,0.925363444347,0.999976123106,0.996464549813,0.999921743062,0.992379889642,0.987710240578,0.986138898357,0.974949278427,0.999397531114,0.968279770778,0.999957082643,0.994151684113,0.998633778215,0.968932212919,0.964172814443,0.996050431732,0.999045301807
pbs,0.990388388615,0.999485330375,0.999931453132,0.990486098707,0.999869535931,0.992833899135,0.966798717974,0.98854471265,0.996740662009,0.999852105128,0.965148362232,0.823832415008,0.928914946031,0.989166102755,0.972880851949,0.879021958924,0.999972619388,0.9967031511,0.999914381995,0.986101377409,0.98294869352,0.984065599669,0.758682811649,0.998245271992,0.986335900236,0.998421600069,0.999335480051,0.999112803724,0.997319183174,0.967561403779,0.996034031177,0.975915334057
pbz,0.897264947808,0.999658350393,0.999933830244,0.999752126704,0.900904008757,0.995983617179,0.950506420884,0.996812543997,0.996117734736,0.999794487472,0.854185751496,0.962276724502,0.911276095109,0.970421632407,0.950206375282,0.930218556949,0.999969351209,0.996471523143,0.999908396822,0.988253212694,0.977197493478,0.776004789934,0.990540179352,0.998740666962,0.76484576356,0.999912325099,0.999298537052,0.998896409281,0.997134542875,0.955467581443,0.996745789354,0.985857177893
snd,0.942571181673,0.999307518276,0.999945616788,0.99978623101,0.998025490464,0.999012747651,0.975644554125,0.999779776831,0.99905515096,0.999966303622,0.991534697378,0.978686063257,0.863488006637,0.997490894877,0.993830981966,0.974335940383,0.999970513664,0.993763548723,0.999908284405,0.998050221076,0.987279574653,0.998807331306,0.99579022155,0.999116380126,0.986094461034,0.999968550124,0.999554716718,0.999040430507,0.997400757266,0.970754933138,0.997485965492,0.999211137368
