,animate.css,AudioKit,bdb,beets,brackets,caffe,calcuta,cpython,earthdata-search,emcee,exo,exports,fsharp,gimp,hiv,hospitalrun-frontend,Hystrix,iina,jenkins,Leaflet,m-coffee,m-names,OptiKey,osquery,PhysicsJS,pybuilder,scikitlearn,shellcheck,soundnode-app,spacemacs,standard,uws
app,0.684565258342,0.65905474916,0.445995381533,0.662961531854,0.635310778934,0.690907254004,0.60309244624,0.684429214967,0.666994977864,0.681847087833,0.669276421599,0.672052402388,0.624172948136,0.692704794632,0.670278577148,0.638493092819,0.670743777392,0.707746809041,0.668107534033,0.645181415077,0.628934931287,0.688072206731,0.562276537444,0.675815760907,0.650433654551,0.71080228571,0.665772448744,0.668283979963,0.687973701461,0.626794166808,0.739188152548,0.701979821424
git,0.461644619715,0.454805131876,0.251037353937,0.400137293392,0.392522304399,0.453855123094,0.433477044084,0.3176248773,0.21265400811,0.344498531882,0.449500311191,0.500070985442,0.303427399784,0.368232905827,0.252220105425,0.360756038472,0.455987272224,0.42442802772,0.382915148661,0.280477896413,0.34450534476,0.563737011495,0.395374889551,0.474617986415,0.363335909682,0.527232462052,0.274224448049,0.484265214264,0.370243755417,0.421905635483,0.413297623145,0.356951420487
hil,0.630773948228,0.435393234012,0.332571147875,0.479805322389,0.303583208837,0.370615171191,0.389040525829,0.336044438581,0.383148333284,0.465972593025,0.315088318188,0.605971249481,0.157761652459,0.44266665638,0.422614539018,0.39353908642,0.308122508312,0.570356787484,0.370857395022,0.209306828847,0.48101805856,0.690854798619,0.462929863207,0.341557326141,0.332893213888,0.378496273873,0.422687192576,0.256630743666,0.436461636433,0.406484030637,0.413441720937,0.400631302863
moo,0.629193658322,0.368384939526,0.255869529293,0.416296764079,0.334310646939,0.251677911221,0.448974283111,0.408119997391,0.199319026902,0.513804921079,0.380217998973,0.562811498898,0.130428409501,0.368892380656,0.434774451512,0.409607029139,0.374876514611,0.504645066367,0.346336631489,0.402839484464,0.4968123011,0.692714882287,0.462929863207,0.412599089191,0.368525058757,0.284381712846,0.437752123929,0.22789917257,0.458906069161,0.396532146644,0.35918190466,0.477957218783
nac,0.551992433793,0.398818865376,0.286814799618,0.343778643946,0.319153999189,0.395018426569,0.373129453274,0.360573941595,0.296851042371,0.39032916561,0.295571518532,0.513212791879,0.195603243316,0.362136720364,0.239136672176,0.335955450257,0.405135730819,0.402394039079,0.293206829656,0.270785777761,0.4127854261,0.659789047973,0.336625720159,0.401643244665,0.423616950385,0.385818522921,0.355646171174,0.387848617309,0.389499665576,0.388563173221,0.315708844925,0.353041198678
new,0.667568970173,0.567579127738,0.335528059162,0.530474343528,0.520652813858,0.554568085633,0.561581198967,0.521456570194,0.497821175808,0.508859686157,0.55862310914,0.635412491523,0.56119973371,0.555526606522,0.511744992243,0.535075774756,0.554634824863,0.515761306665,0.576934295145,0.51151950687,0.559691841234,0.598935090416,0.535917373708,0.552575814317,0.57239404277,0.566798044405,0.528814501551,0.60680045071,0.558541325797,0.495402325473,0.275742398204,0.477448587707
pbm,0.62248408239,0.550473196021,0.334688776756,0.424140378694,0.495052597755,0.528365025646,0.463840635871,0.488545551247,0.487231257635,0.505689365964,0.530331800798,0.64951534653,0.480298942235,0.513406730221,0.369032630148,0.50643423229,0.536952030044,0.507929301992,0.556818829793,0.511773660623,0.509039757138,0.664341840801,0.448903557322,0.5282029837,0.507422601464,0.533881115327,0.511143633031,0.328786050559,0.473934060663,0.482407911473,0.367774331801,0.476632011746
pbs,0.660417962285,0.614854427578,0.337120487205,0.548278359131,0.47502241537,0.594929956707,0.459846791277,0.551529900445,0.54160065612,0.591333386196,0.592567789195,0.654401659746,0.544811183693,0.527713322768,0.509457619047,0.559017867266,0.573983763526,0.617315868419,0.590594790613,0.586185535767,0.534772191789,0.670952159389,0.562276537444,0.56904421401,0.552944934031,0.574005300253,0.537025018867,0.589508477381,0.561600788989,0.53799604096,0.463490534924,0.548235813192
pbz,0.673359510244,0.553062380204,0.344971331587,0.517479805066,0.524024639851,0.550637357138,0.5273747521,0.548549096092,0.533954456723,0.513561472698,0.576422964301,0.605004606668,0.549979764397,0.537966872657,0.502538788408,0.538334175475,0.572030943987,0.602135092086,0.602167753637,0.55580597663,0.508304809904,0.629670020272,0.506440689373,0.548509072255,0.524762367175,0.583160393202,0.532376102684,0.417261576129,0.561040286849,0.480250061038,0.47394586855,0.475756770292
snd,0.518291015928,0.114073805628,0.228111047297,0.108169562302,0.191457528972,0.150804842469,0.20976776374,0.116346662476,0.0978810710272,0.361535070503,0.217433489577,0.196734989762,0.22844070342,0.123321194604,0.00925925925926,0.217870032939,0.217482470786,0.181531264095,0.138629670774,0.167530459427,0.287260870024,0.0163934426229,0.273351037935,0.214281162748,0.2822491131,0.025534072648,0.223166618464,0.100707699157,0.150015169266,0.209305923779,0.270424421344,0.19842255008
