id,weight
a,0.18289317718140458
b,0.3235021339903184
c,0.32561876979310705
d,0.12264416238872217
e,0.329981322945496
f,0.27434500048679805
g,0.22325282251780898
h,0.042531459950448436
i,0.41158243703897124
j,0.07876021510720288
k,0.2144633580169345
l,0.3009491697858628
m,0.2302022806611092
n,0.4159934155273542
o,0.16188779596454594
p,0.48798341486011704
q,0.14872160018406372
r,0.12971319865369613
s,0.2998428966639238
t,0.24303493094750955
u,0.16289257398224488
v,0.3681176449746213
w,0.03971334535423743
x,0.15328382838076293
y,0.12038945367821313
z,0.34318378592426646
aa,0.444996484184311
ab,0.012870427665267747
ac,0.09874123125037898
ad,0.18208949173746541
ae,0.3569228487379012
af,0.20998463618524132
ag,0.14551533128830646
ah,0.11130340114810078
ai,0.41013317921805953
aj,0.23418044588705628
ak,0.06308482480016842
al,0.3343387238813382
am,0.32402647521779965
an,0.39548484782783505
ao,0.14712304049134317
ap,0.06555121839029354
aq,0.3384420980871184
ar,0.41488338651701123
as,0.22567417656357902
at,0.41385354809298575
au,0.16574982254823784
av,0.4868241114406092
aw,0.4327022277058454
ax,0.09922459418115925
ay,0.36679885362765186
az,0.2907652453202264
ba,0.06109468867260903
bb,0.406980198752822
bc,0.4126970928748509
bd,0.4210081090542995
be,0.1655325911672974
bf,0.08323754664084693
bg,0.00489861670330255
bh,0.298929387851384
bi,0.3915347864325595
bj,0.2060056536862484
bk,0.11687047504760834
bl,0.1659763890086739
bm,0.22079596117974304
bn,0.3610656887201594
bo,0.05014161594739136
bp,0.10676351423232883
bq,0.020976075762739466
br,0.23950691498389892
bs,0.3596780809989311
bt,0.24225896590713286
bu,0.34656799979570174
bv,0.2859785823323961
bw,0.46140352741138907
bx,0.47092946345624126
by,0.2431933125176743
bz,0.2435355603084381
ca,0.12571022070252458
cb,0.09738679563878039
cc,0.45777160681362133
cd,0.1983176401292076
ce,0.4721656158290515
cf,0.19984301991275533
cg,0.4832671693276822
ch,0.21932944622458161
ci,0.39627256088463747
cj,0.45272032402531953
ck,0.3399651051237993
cl,0.20977287564525193
cm,0.4915171163540746
cn,0.18456389695337072
co,0.21071693902412003
cp,0.38293743456348683
cq,0.4242092877312018
cr,0.39023878350295876
cs,0.034502486990161174
ct,0.07370250183546401
cu,0.003766108964209036
cv,0.17444762604937775
cw,0.0312843129301284
cx,0.03034586081537899
cy,0.07899803936014949
cz,0.3005787820001314
da,0.2716012465523365
db,0.17988512650024635
dc,0.29780085709446685
dd,0.3872423872617977
de,0.04723227199003521
df,0.10895876746263383
dg,0.4851178500562332
dh,0.0731876144925791
di,0.24616374047285156
dj,0.021902686330805332
dk,0.28042451212173
dl,0.15070922989467572
dm,0.13515926377059018
dn,0.2819809253464173
do,0.3994031893338158
dp,0.39602079256381106
dq,0.10435624551569822
dr,0.054012019344808315
ds,0.2982066188823593
dt,0.14442261442495474
du,0.24645403105243807
dv,0.2926234713871192
dw,0.198992385474962
dx,0.4018387537434396
dy,0.31389075442432124
dz,0.2534417803558939
ea,0.08215128646710063
eb,0.09784650803352568
ec,0.4660626913417515
ed,0.41232650476859484
ee,0.34547165062109353
ef,0.18228393659413006
eg,0.45636902965881737
eh,0.33332265688000573
ei,0.18476790678852556
ej,0.10411699624862208
ek,0.05161166420274149
el,0.1255166658279973
em,0.42251319066641496
en,0.1445224822921461
eo,0.07338183475059645
ep,0.06332236824191267
eq,0.3552348065111359
er,0.12115223092497002
es,0.44470195657939837
et,0.12079594040467345
eu,0.18654215889279802
ev,0.4152318466298861
ew,0.12225423692699416
ex,0.07796321444543114
ey,0.3084872905879367
ez,0.39993475411487206
fa,0.462765860938278
fb,0.3087726811555726
fc,0.4530402544382126
fd,0.4380119681601354
fe,0.47423548416978567
ff,0.17866704574968312
fg,0.1414538759809182
fh,0.21096303163559238
fi,0.25014696710858375
fj,0.21216535990191804
fk,0.23873619091324721
fl,0.378018349838779
fm,0.02013189283170147
fn,0.14599711019109946
fo,0.08483709732758837
fp,0.4445202135483966
fq,0.4809958515291049
fr,0.4225378701836915
fs,0.4223130391969962
ft,0.43346587935909386
fu,0.44071388871037737
fv,0.39800989991734254
fw,0.10064822166147097
fx,0.07786846258481461
fy,0.17769124604814718
fz,0.39376142184443697
ga,0.28750586510264275
gb,0.19791324207466876
gc,0.47616845379504197
gd,0.40427032002876895
ge,0.4718366677691421
gf,0.01814159137937843
gg,0.05478307390196957
gh,0.13106184481360666
gi,0.4395419812903717
gj,0.10645197828388636
gk,0.3354279872956949
gl,0.4444404611915914
gm,0.3295062575662244
gn,0.42551217859046214
go,0.2559828727171582
gp,0.01931331023138999
gq,0.2639220918418891
gr,0.39914888206187626
