,animate.css,AudioKit,bdb,beets,brackets,caffe,calcuta,cpython,earthdata-search,emcee,exo,exports,fsharp,gimp,hiv,hospitalrun-frontend,Hystrix,iina,jenkins,Leaflet,m-coffee,m-names,OptiKey,osquery,PhysicsJS,pybuilder,scikitlearn,shellcheck,soundnode-app,spacemacs,standard,uws
app,0.016172222288,0.277018176086,0.280233998488,0.12792577561,,0.223653592774,0.21995337778,0.222356802396,0.00528570499332,,0.00213337482674,0,,0.488587803907,0.293711141875,0.0535580675873,0.361518141235,0.373232373789,0.314960925941,0.959115271907,0.0366410145595,0.161329286347,,0.864787533734,,,0.0638440405088,0,,0.0413135359878,,0.102439374315
git,0,0.602024230796,0.328088021237,0.282049702296,,0.200489914452,0.447924293878,0.160711400575,0.121398449537,,0.5914396737,0.63305443235,0.984802320252,0.0310954880826,0.0997736141527,0.047443999274,0.340714421503,0.190193143724,0.327227267535,0.999999391449,0.0481596587632,0.376699743987,0.0920020956919,0.210707446209,,0.661399729224,0.852594336736,0.404415096942,,0.303558734462,,0.33865237459
hil,0.573471708091,0.919004391444,0.254922136282,0.385004233303,,0,0.250319435575,0.0125071411891,0.0861941339557,,0.0614247208021,0.0959764405455,,0.112439125744,0,0,0.439367769442,0.84713688003,0.477619834694,0.148566749921,0,0,,0.211689437809,,,0.0300480605493,0.3042162991,,0.126647111634,,0.38948972056
moo,0.624077083848,0.257773330036,0.258740142418,0.318068729141,,0,0.21984771462,0.0281230731864,0.0920728179123,,0.0524803182645,0.0540634323386,,0.0835081252796,0,0,0.385273442851,0.183127111873,0.549104655896,0.182224326932,0,0,,0.167539298825,,,0.0679082223475,0.386168203566,,0.167450586636,,0.447265983086
nac,0,0.726094306034,0.460485384478,0.347006399513,0.529349353715,0.182387586194,0.389838599265,0.237409357013,0.0691648449732,,0.00765528747273,0.361127006663,,0.0249961645393,0.0468242495649,0.0356971011677,0.32687051571,0.201161478077,0.30760314008,0.308968932575,0.170161168252,0.348543376946,0,0.516718469464,,0.435137812853,0.310274441281,0.377737593843,,0.255711897553,,0.376342794562
new,0,0.43312339054,0.442581486523,0.271774109645,,0.0892324796278,0.207602608487,0,0.076992577013,,0.171918246432,0.105847508111,,0.154724164448,0,0.0651467382406,0.330082665592,0.382484591285,0.160559818911,0.275313781104,0,0,0,0.232373224683,,0.584630289383,0.103030285244,0.598196003003,,0,,0.405746817123
pbm,0,0,0.32680564876,0.429964128626,,0.16822458573,0.308891914482,0.14852544257,0.0581276596729,,0.0245360101815,0.0283505829646,,0.156639944087,0.192185517199,0,0.232931701475,0.386878955505,0.608058833566,0.363333353582,0.114152466437,0.151538980505,0.0607721760742,0,,0.000452000318741,0.208240716296,0.329870734824,,0.227784772547,,0.0517184667481
pbs,0.482486516497,0.279080642712,0.406160432591,0.0142700804316,,0.0449493118976,0.1671324095,0.0515906354791,0,,0.0114062082378,0,,0.0596490195773,0,0,0.338228141143,0.184798725488,0.503843926428,0.456194270867,0,0.017143887876,,0.240612361941,,,0.260190625912,0.588643076142,,0.111279547332,,0
pbz,0,0.287073495694,0.3226240877,0.250947162603,,0.08259822992,0.111414622201,0.287199930933,0,,0,0.122930985712,,0.168048902884,0,0.107096027106,0.292227365061,0.152314600979,0.588609447892,0.375914558659,0.0991028877867,0.0550736023806,0.17330507362,0.456226736746,,0.47404080484,0.111369593439,0.317525253768,,0.0905976292936,,0.682300472918
snd,0.0169125474237,0.744086486302,0.315793863076,0.222173947085,,0.144730574273,0.651437242573,0.0917302589772,0.085497161391,,0.337567550623,0.496907598956,,0.201141982056,0.0543504039907,0.0835290958489,0.0526146252292,0.565531429579,0.446571700429,0.694630534456,0.0897879078448,0,0.0921443885225,0.312494669472,,0.212956071519,0.286177442455,0.466644206653,,0.341141911793,,0.322215730535
spi,0,0.081904108111,0.320893674054,0.292133264184,,0.0906168738634,0.201960722823,0.139747145785,0.122878871448,,0.0342607627329,0,,0,0.0480838072816,0.000149669350092,0.384823103579,0.153661209783,0.516850510331,0.415979400032,0,0.264340104721,0.0233185343624,0.291042465246,,0.387730897761,0.31708408406,0.522954219788,,0,,0.534938768373
sqr,0,0.427790817985,0.298322449647,0.407952476867,,0.214990126981,0.218631511953,0.0779503599373,0.0227888112198,,0,0,,0,0,0,0.324394080596,0.183362087584,0.0207340525898,0.314174628446,0.399355384976,0.0370473842127,0,0.0243805945213,,0.502102184937,0.0599786555619,0.334687939487,,0,,0.536917353556
str,0,0.288305064815,0.373549165335,0,,0,0.0939784990399,0.0789880074668,0.00469494428656,,0.0590075885919,0,,0.02233030418,0.117641065213,0,0.372717847695,0,0.52566246443,0.341910454641,0.27262520055,0,0,0.301569271307,,0.338797394872,0.283081905498,0.414578636097,,0,,0.356030675828
